85	0.3896	0.3868	0.4083	0.4298	0.9573	0.9782
86	0.7526	0.7400	0.7401	0.4496	0.6738	0.8127
87	0.0011	0.0011	0.0011	0.0022	0.0033	0.0011
88	0.0048	0.0442	0.0538	0.0413	0.0297	0.0239
89	0.0092	0.0546	0.0102	0.1365	0.9067	0.6255
90	0.5985	0.6157	0.5244	0.4826	0.4152	0.4292
91	0.7477	0.7356	0.7205	0.7123	0.7039	0.6909
92	0.0000	0.0000	0.0138	0.0142	0.0000	0.0269
93	0.0000	0.0000	0.0000	0.0000	0.0556	-0.0200
94	0.0000	0.0000	0.0053	0.0053	0.0100	0.0055
95	0.3221	0.3202	0.3266	0.7869	0.7808	0.7608
96	0.3426	0.3438	0.3952	0.9739	0.9555	0.9303
97	0.0277	0.0733	0.0179	0.0094	0.0231	0.0110
98	0.2719	0.5848	0.5985	0.5934	0.5741	0.5734
99	0.1580	0.1773	0.2630	0.3399	0.3632	0.3744
100	0.0075	0.8964	0.9120	0.9780	0.9684	0.8987
101	0.0102	0.0007	0.0030	0.0061	0.0729	0.0048
102	0.0896	0.0883	0.0866	0.0855	-0.0008	-0.0002
103	0.9791	0.9816	1.0147	0.9988	0.8986	0.8793
104	0.4819	0.4695	0.6499	0.7669	0.8451	0.8940
105	0.9218	0.9241	1.0036	0.9863	0.9201	0.9448
106	0.3790	0.0000	0.0000	0.0000	0.0000	0.0797
107	0.0144	0.0144	0.0415	0.0410	0.0358	0.0764
108	0.0150	0.0033	0.0025	0.0021	0.0065	0.0020
109	0.9736	0.3394	0.9268	0.3072	1.3722	1.3188
110	-0.0003	-0.0003	-0.0003	-0.0003	-0.0003	-0.0003
111	0.3251	0.3227	0.3209	0.3200	0.3286	0.3208
112	0.3479	0.3334	0.3186	0.3036	0.2944	0.2649
113	0.5336	0.5435	0.5157	0.4815	0.4948	0.4845
114	0.5971	0.6010	0.5608	0.5448	0.5269	0.5213
115	0.3991	0.4062	0.4055	0.4052	0.3859	0.3803
116	0.7067	0.6897	0.7106	0.6210	0.5873	0.6066
117	0.0014	0.0020	0.0237	0.0014	0.0014	0.0014
118	0.2273	0.2204	0.2132	0.2079	0.1937	0.1754
119	0.0199	0.0371	0.0196	0.0297	0.0242	0.0492
120	0.0050	0.0054	0.2187	0.2209	0.2144	0.2094
121	1.0229	0.9864	0.9770	0.9791	0.9195	0.9201
122	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
124	0.6416	0.7951	0.8342	0.9881	1.0040	0.9838
125	0.7815	0.9859	0.9689	0.9649	0.9481	0.9558
126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
127	0.5250	0.5157	0.5046	0.4948	0.4977	0.5508
128	0.5329	0.5431	0.5320	0.5515	0.6468	0.9096
129	0.1415	0.1275	0.1069	0.0901	0.0780	0.0669
130	0.4425	0.4918	0.4809	0.9541	1.0242	1.0087
131	0.1969	0.4581	-0.0009	0.1169	0.1882	0.1333
132	0.0072	0.0015	0.0132	0.0138	0.0109	0.0004
133	0.4479	0.5014	0.5261	0.5454	0.5899	0.6035
134	0.6915	0.6902	0.6897	0.6959	0.6931	0.6891
135	-0.0260	0.5868	0.8450	0.8904	0.8715	0.9484
136	0.0579	0.0590	0.0553	0.0570	0.0501	0.0445
137	0.2015	0.1813	0.1641	0.1467	0.1289	0.1163
138	0.0272	0.0210	0.0438	0.0419	0.0381	0.0341
139	0.0000	0.0000	0.0000	0.1176	0.0060	0.0150
140	0.3799	0.3875	0.3886	0.9917	1.0029	1.0160
141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
142	0.0023	0.0023	0.0018	0.0046	0.0000	0.0102
143	0.3613	0.3976	0.3999	0.4117	0.2167	0.2026
144	0.0932	0.0587	0.0588	0.0588	0.0588	0.0715
145	0.0170	0.3351	0.1170	0.0172	0.7793	0.0600
146	0.2028	0.2125	0.1839	0.1463	0.1183	0.1000
147	0.0535	0.1054	0.1033	0.1227	0.1195	0.1133
148	0.2994	0.6612	0.6783	0.4653	0.8810	0.9862
149	0.1504	0.1265	0.1237	0.1276	0.1315	0.1146
150	0.0033	0.0037	0.0000	0.0823	-0.0042	-0.0042
151	0.3947	0.4166	0.4618	0.4881	0.5582	0.6188
152	0.3978	0.5244	0.5136	0.5435	0.6968	0.5306
153	0.0000	0.0000	0.0018	0.0029	0.0083	0.0006
154	0.6047	0.6327	0.3635	0.4723	0.6513	0.7456
155	0.4735	0.4361	0.3978	0.3809	0.3469	0.3005
156	0.3479	0.3363	0.3081	0.2291	0.2004	0.1710
157	0.4702	0.4625	0.4547	0.4482	0.5144	0.5271
158	0.6116	0.7349	0.8358	0.9476	0.9807	0.9802
159	0.7338	0.6930	0.6537	0.6183	0.5853	0.5514
160	0.2817	0.2742	0.2685	0.2689	0.2472	0.2571
161	0.9440	0.9193	0.9389	0.8906	0.9151	0.8119
162	0.0108	0.0216	0.0043	0.0156	0.0078	0.0078
163	0.0015	0.0014	0.0027	0.0014	0.0014	0.0043
164	0.6409	0.6240	0.6112	0.6074	0.6274	0.5649
165	0.4626	0.4443	0.4339	0.4151	0.3967	0.3525
166	0.7023	0.6914	0.6794	0.9532	0.9527	0.9240
167	0.0364	0.0130	0.0416	0.0222	0.0409	0.0165
168	-0.0025	0.2298	0.2934	0.5882	0.9685	1.0235
169	0.9810	0.9539	0.8591	0.8392	0.8206	0.8012
170	0.5761	0.5664	0.5547	0.5873	0.5818	0.5608
171	0.0913	0.0976	0.1022	0.1131	0.1237	0.1396
172	0.0027	0.0089	0.0145	0.0000	0.0109	0.0023
173	0.1545	0.0623	0.1491	0.2330	0.3055	0.1713
174	-0.0654	-0.0654	-0.0580	-0.0142	-0.0142	-0.0142
175	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000
176	0.5488	0.5600	0.5274	0.5176	0.5075	0.4971
177	0.0673	0.0240	0.0180	0.0075	0.0013	0.0773
178	0.4472	0.4575	0.6044	0.9673	0.9560	0.9772
179	0.7453	0.7017	0.6565	0.6611	0.6311	0.8001
180	0.1436	0.1333	0.7683	1.0031	1.0226	0.9735
181	0.0052	0.1095	0.1109	0.1055	0.1107	0.0509
182	0.2183	0.2221	0.2171	0.1859	0.1552	0.6201
183	0.1401	0.2177	0.2459	0.2207	0.2212	0.1128
184	0.3233	0.3221	0.3162	0.8140	0.9649	0.9671
185	0.0810	0.0808	0.6140	0.6535	0.5839	0.5321
186	0.1645	0.1587	0.1627	0.1532	0.1396	0.1448
187	0.0451	0.0386	0.1901	0.0147	0.1585	0.0073
188	0.9496	1.0008	0.9809	0.9697	1.0147	0.9972
189	0.1126	0.1066	0.1044	0.0790	0.0415	0.0000
190	1.0244	1.0110	1.0418	1.0731	1.0544	1.0852
191	0.1398	0.1948	0.2125	0.2003	0.2005	0.1932
192	0.3812	0.3750	0.3834	0.3612	0.3391	0.3271
193	0.0947	0.0957	0.0000	0.0000	0.0011	0.0633
194	0.0000	0.0000	0.0567	0.1182	0.1227	0.0815
195	0.0132	0.0014	-0.0003	0.3650	0.3623	0.9558
196	0.8007	0.7846	0.7692	0.7536	0.7438	0.7233
197	0.0100	0.0000	0.0008	0.0000	0.0000	0.0000
198	0.9624	0.9434	0.4166	0.9533	0.9723	0.9277
199	0.0023	0.0024	0.0025	0.0046	0.0003	0.0008
200	0.0000	0.0543	0.9945	0.9374	0.9752	0.9670
201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042
202	0.0774	0.1958	0.1445	0.1285	0.1950	0.1937
203	0.0035	0.0965	0.0416	0.0929	0.1286	0.0959
204	1.0178	0.9928	0.9667	0.9478	0.9215	0.8943
205	0.4070	0.4821	0.5284	0.6505	0.6441	0.6290
206	0.9669	0.9725	0.9670	1.0119	1.0176	0.0114
207	0.0000	0.0039	0.0039	0.0039	0.0147	0.0039
208	0.0000	0.0042	0.0179	0.0016	0.0076	0.0147
209	0.6196	0.6189	0.6194	0.9950	1.0194	1.0203
210	0.0052	0.0000	0.0051	0.0086	0.0131	0.0269
211	0.3892	0.0000	0.0377	0.5069	0.4951	0.4800
212	0.0058	0.0038	0.0006	0.0012	0.0000	0.0000
213	0.7835	0.8285	0.9052	0.9526	0.9725	0.9564
214	0.2677	0.2579	0.4331	0.6129	0.9369	0.9449
215	0.6595	0.6492	1.0212	0.6550	0.6454	0.6310
216	0.0260	0.0440	0.0080	0.0130	0.0130	0.0130
217	-0.0039	-0.0039	-0.0039	-0.0039	-0.0039	-0.0039
218	0.9781	0.9529	1.0002	0.9817	0.9813	0.9910
219	0.5746	0.5802	0.6665	0.7208	0.7657	0.8181
220	0.0000	0.0000	0.0000	0.0004	0.0147	0.0046
221	0.3340	0.3273	0.3186	0.3115	0.3207	0.2921
222	1.0004	1.0175	1.0117	1.0167	1.0150	1.0157
223	0.7084	0.6949	0.7194	0.6854	0.9909	0.9721
224	0.1039	0.1369	0.2060	0.3394	0.2939	0.2864
225	0.5991	0.6050	0.6079	0.9841	1.0307	1.0525
226	0.7579	0.7487	0.7383	0.7582	0.7718	0.7669
227	0.0000	0.0000	0.0016	0.0053	0.0077	0.0093
228	0.9588	0.9325	0.9384	0.9451	0.8256	0.8228
229	0.3772	0.4013	0.4249	0.8823	0.9691	0.9952
230	0.0000	0.0865	0.3815	0.8617	0.9083	0.9577
231	0.0262	0.2077	0.3884	0.6187	0.7159	0.7017
232	0.5052	0.6727	0.8438	0.8428	0.8566	1.0118
233	0.9311	0.9113	0.0525	0.0000	0.0000	2.0560
234	0.7897	0.7375	0.7491	0.7073	0.6915	0.6832
235	0.3237	0.3363	0.3449	0.3489	0.6061	0.9701
236	0.2493	0.0172	0.0215	0.0856	0.0497	0.0999
237	0.1966	0.2460	0.2959	0.3436	0.7337	0.8493
238	0.0109	0.0290	0.0043	0.0353	0.0000	0.0069
239	0.8946	0.8766	0.8652	0.8943	0.9653	0.9759
240	0.1170	0.1172	0.1362	0.1639	0.1551	0.1382
241	0.0381	0.0000	0.0000	0.0000	0.3442	0.3584
242	0.3175	0.6158	1.0161	0.9726	0.9595	0.9435
243	0.5880	0.5758	0.5598	0.5735	0.5545	0.5331
244	0.0000	0.0157	0.0000	0.0157	0.0325	0.0174
245	0.0026	0.0006	0.0006	0.0046	0.0072	0.0047
246	0.0000	0.0000	0.9788	1.0051	1.0198	0.9908
247	0.0032	0.0223	0.0040	0.0061	0.0065	0.2115
248	0.3290	0.3100	0.3034	0.3004	0.3446	0.3777
249	0.0768	0.1195	0.1550	0.1459	0.1387	0.1398
250	0.3497	0.3353	0.3284	0.3220	0.3078	0.7143
251	0.6000	0.5905	0.6023	0.9774	1.0297	1.0173
252	0.0000	0.7334	0.8418	0.9718	0.9836	0.9747
253	0.7631	0.7693	0.7524	0.7484	0.7518	0.7254
254	0.5277	0.6229	0.0451	0.1753	0.2986	0.4390
255	0.0062	0.0047	0.0124	0.0036	0.0093	0.0488
256	0.5708	0.5907	0.5986	0.5868	0.5703	0.5540
257	0.1526	0.0081	0.0097	0.0062	0.0088	0.0082
258	0.0138	0.0458	0.3286	0.0602	0.0153	0.0501
259	0.0000	0.0000	0.0000	0.0000	0.0000	0.6217
260	0.7382	0.7826	0.7687	0.9175	0.9706	0.9563
261	0.0720	0.1711	0.2035	0.2111	0.1949	0.1536
262	0.5662	0.5826	0.5565	0.6513	0.7020	0.9855
263	0.0791	0.1036	0.1184	0.0373	0.0292	0.0280
264	0.0015	0.0013	0.0000	0.0000	0.2209	0.0099
265	0.2109	0.0206	0.0024	0.0748	0.0031	0.1264
266	0.0021	0.0021	0.0021	0.0000	0.0000	0.0410
267	0.9411	0.9729	0.9182	0.9002	0.7838	0.6974
268	0.2115	0.2159	0.3820	0.5554	0.7028	0.6846
269	0.8918	0.8691	0.8647	0.8409	0.8612	0.8718
270	0.0523	0.2864	0.2794	0.2848	0.2976	0.2739
271	0.1813	0.1985	0.1971	0.2097	0.3155	0.7000
272	0.0000	0.0038	0.0075	0.0113	0.0053	0.0090
273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
274	0.0595	0.0816	0.0726	0.0701	0.0643	0.0563
275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
276	0.2155	0.2044	0.4309	0.9768	0.9874	0.9814
277	0.0490	0.0000	0.0057	0.0000	0.0059	0.0004
278	0.0063	0.0063	0.0063	0.0063	0.0063	0.0231
279	0.3941	0.4013	0.4009	1.0131	1.0092	1.0172
280	0.4052	0.4035	0.3961	0.3884	0.4104	0.4124
281	0.0000	0.0000	0.0605	0.0221	0.0819	0.0504
282	0.1608	0.1635	0.2580	0.3431	0.4044	0.4724
283	0.3900	0.5761	0.6789	0.8168	0.8508	0.9108
284	0.5627	0.5583	0.5234	0.5260	0.5266	0.5349
285	0.4281	0.4269	0.4122	0.4008	0.3858	0.8484
286	0.0028	0.0770	0.0956	0.1042	0.1999	0.5255
287	0.2217	0.3032	0.2985	0.2989	0.2991	0.2881
288	0.2219	0.2393	0.2571	0.3408	0.4126	0.4105
289	0.5137	0.6972	0.6986	0.7013	0.7168	0.7090
290	0.0180	0.0490	0.0449	0.0442	0.0413	0.0365
291	-1.2129	0.0012	0.0032	0.0012	0.0032	0.0032
292	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
293	0.0855	0.0667	0.0727	0.0638	0.0870	0.0567
294	1.0182	0.9963	0.9901	0.9560	1.0227	0.7015
295	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
296	0.6700	0.6682	0.6667	0.9315	0.9867	0.9718
297	0.0152	0.0000	0.0119	0.0182	0.0055	0.0141
298	0.6268	0.7047	0.7057	0.6877	0.6809	0.6820
299	0.1099	0.1078	0.1061	0.2258	0.2171	0.2107
300	0.0007	0.0653	0.0420	0.0433	0.0000	0.0000
301	0.6451	0.6680	0.6693	0.6719	0.9822	0.9921
302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
303	0.2892	0.2737	0.2580	0.2421	1.0243	0.9988
304	0.6255	0.7881	0.7912	1.3910	0.7282	0.5984
305	0.0371	0.0204	0.0212	0.0048	0.0033	0.0044
306	0.0036	0.0168	0.0114	0.0519	0.0293	0.0039
307	0.0000	0.0092	0.0170	0.0000	0.0479	0.0210
308	0.0000	0.0000	0.0000	0.0000	0.0174	0.0000
309	0.4838	0.4612	0.4280	0.3780	0.3538	0.3240
310	0.1956	0.0046	0.0815	0.2394	0.2300	0.3475
311	0.0052	0.0128	0.0133	0.0034	0.0090	0.0092
312	0.7380	0.7241	0.7101	0.8169	0.8130	0.7961
313	0.7170	0.6529	0.5206	0.8284	0.6869	0.5467
314	0.2999	0.2933	0.2736	0.2810	0.2552	0.2622
315	0.0644	0.1758	0.2878	0.3342	0.5256	0.5573
316	0.3224	0.2968	0.2880	0.5719	0.5547	0.8251
317	0.4877	0.4743	0.4627	0.4575	0.4450	0.4347
318	0.0019	0.0015	0.0017	0.0020	0.0006	0.0000
319	0.4977	0.5980	0.5948	0.5903	1.0191	0.9704
320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
321	0.4361	0.4351	0.4422	0.4719	0.5145	0.5306
322	0.3037	0.4284	0.4577	0.4891	0.5298	0.5064
323	0.1617	0.1677	0.1495	0.0773	0.0488	0.0280
324	0.0268	0.0033	0.0091	0.0048	0.0819	0.1146
325	0.2798	0.2781	0.2656	0.2551	0.2613	0.2584
326	0.1765	0.2146	0.1931	0.1810	0.0000	0.0000
327	0.0015	0.0022	0.0043	0.0015	0.0030	0.0030
328	0.5038	0.4928	0.5031	0.4539	0.4663	0.4150
329	0.0218	0.0724	0.0064	0.0244	0.1314	0.1482
330	0.7295	0.7143	0.6998	0.6671	0.6839	0.6657
331	0.0845	0.1160	0.0339	0.0009	0.0025	-0.0009
332	0.0976	0.0782	0.0756	0.0914	0.0953	0.0735
333	0.5310	0.3496	0.1905	0.1873	0.1705	0.1757
334	0.1960	0.0040	0.0000	0.0000	0.0000	0.0000
335	0.9434	0.9554	0.9727	0.9829	0.9545	1.0286
336	0.8440	0.8245	0.8081	0.7995	0.7734	0.7551
337	0.6120	0.6106	0.6081	0.6153	0.6163	0.6034
338	0.0000	0.0000	0.0000	0.0000	0.0000	0.0028
339	0.5834	0.6016	0.6186	0.9935	0.9543	0.9302
340	0.0069	0.0111	0.0092	0.0526	0.0544	0.0074
341	0.0000	0.0004	0.0000	0.0004	0.0004	0.0004
342	0.0196	0.0196	0.0136	0.0825	0.1234	0.1183
343	0.1212	0.1241	0.1009	0.0242	0.0009	0.0120
344	0.0056	-0.0056	0.6794	1.3448	1.5651	1.5263
345	0.5918	0.6014	0.5883	0.7253	0.7680	0.8078
346	0.0103	0.0386	0.0144	-0.0169	-0.0044	0.0194
347	0.0398	0.0198	0.0354	0.0416	0.0419	0.0137
348	0.8229	0.7993	0.9109	1.0082	0.9863	0.9416
349	1.0155	1.0125	0.9977	1.0018	0.9854	0.9866
350	0.6615	0.6932	0.6741	0.6708	0.6337	0.5964
351	0.2567	0.0000	0.0216	0.0216	0.2275	0.4348
352	0.0069	0.0000	-0.0184	0.0172	-0.0677	-0.0719
353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
354	0.2427	0.2380	0.6380	0.7313	0.9763	0.9632
355	0.3771	0.3818	0.3706	0.3624	0.3744	0.3180
356	0.1729	0.1690	0.1666	0.1647	0.1579	0.1538
357	0.4307	0.4749	0.4714	0.5176	0.5373	0.5888
358	0.4451	0.4507	0.4597	0.5105	0.4716	0.5114
359	0.7678	0.7485	0.7330	0.7186	0.7039	0.7614
360	0.0011	0.1309	0.0090	0.1964	0.0011	0.1910
361	0.8393	0.9692	1.0110	0.9999	1.0185	1.0155
362	0.2332	0.2324	0.2277	0.2251	0.2223	0.2228
363	0.5155	0.9002	0.8808	0.8712	0.8948	0.9147
364	0.0020	0.0020	0.0182	0.0188	0.0000	0.0000
365	0.0027	0.0025	0.0029	0.0017	0.0013	0.0033
366	0.0263	0.0120	0.0000	0.0045	0.0046	0.0000
367	0.4955	0.4634	0.4664	1.0095	0.9879	0.9433
368	0.2132	0.2008	0.2813	0.2989	0.1923	0.2887
369	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
370	0.5493	0.5459	0.5542	0.9852	1.0005	1.0316
371	0.0000	0.0000	0.0000	0.0000	0.0000	0.4641
372	0.1357	0.0814	0.0536	0.0943	0.0186	0.0006
373	0.5419	0.5524	0.4717	0.4828	0.3899	0.3811
374	0.8648	0.8113	0.7740	0.7451	0.7433	0.7662
375	0.9929	0.1561	0.5905	0.9735	0.9699	0.9626
376	0.7479	0.7267	0.7165	0.7076	0.6723	0.6381
377	0.8081	0.8394	0.7170	0.6968	0.6634	0.6839
378	0.0268	0.0243	0.0357	0.0544	0.1032	0.0774
379	0.2376	0.2278	0.2123	0.2062	0.3424	0.3330
380	0.2497	0.2228	0.1915	0.3019	0.3026	0.4105
381	0.5797	0.5683	0.5567	0.5457	0.6983	0.6850
382	0.0483	0.0390	0.0712	0.0676	0.0640	0.0379
383	0.6318	0.6330	0.6490	0.6536	0.5598	0.7185
384	0.0346	0.0328	0.0321	0.0332	0.0226	0.0173
385	0.0000	0.0000	0.3160	0.3490	0.3929	0.2827
386	0.5858	0.5730	0.5875	0.8402	0.8364	0.8246
387	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000
388	0.9377	0.9109	0.8831	0.8609	0.8204	0.7893
389	1.0517	1.0858	1.0644	1.0435	1.0270	1.0217
390	0.0011	0.0000	0.0011	0.0022	0.0011	0.0044
391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
392	0.1190	0.1164	0.1327	0.1332	0.1283	-0.0047
393	0.2310	0.2325	0.2459	0.2830	0.2967	0.3348
394	0.1506	0.1515	0.1428	0.1347	0.1222	0.1436
395	0.0000	0.0000	0.0000	0.0000	0.0694	0.1056
396	1.0187	1.0189	1.0185	1.0282	1.0293	1.0173
397	0.2895	0.4301	0.4301	0.4235	0.4265	0.4081
398	0.0126	0.0000	0.0170	0.0000	0.0000	0.0000
399	0.3530	0.3940	0.4340	0.5163	0.5054	0.4986
400	0.9764	0.9943	0.9693	0.9157	1.0069	1.0025
401	0.7705	0.1200	0.2724	0.4132	0.5512	0.6515
402	0.4844	0.4795	0.4778	0.4683	0.4849	0.6887
403	0.0055	0.0156	0.0000	0.0026	0.0139	0.0098
404	0.8726	0.8556	0.8381	0.9269	0.9623	0.9293
405	0.9613	1.0631	1.0431	0.9980	1.0245	1.0027
406	0.4108	0.0000	0.0000	0.0171	0.0135	0.0193
407	0.0000	0.0000	0.0000	0.0000	0.1783	0.2206
408	0.6070	0.7133	0.7533	0.8613	0.9839	1.0141
409	0.2079	0.1860	0.1924	0.1844	0.1965	0.1738
410	0.5999	0.6014	0.6524	0.6452	0.6273	0.6014
411	0.5494	0.5392	0.5267	0.5134	0.4763	0.4889
412	-0.0008	-0.0008	0.0018	0.0000	0.0000	0.0010
413	0.0148	0.0034	0.0200	0.0122	0.0000	0.0000
414	0.0220	0.0401	0.0461	0.0571	0.0550	0.0594
415	0.0471	0.0404	0.0188	0.4166	0.0556	0.0310
416	0.0000	0.0000	0.0000	0.0000	0.1000	0.4500
417	0.0008	0.0000	0.0000	0.0055	0.0742	0.0359
418	0.3798	0.3890	0.3579	0.3457	0.3252	0.2962
419	0.3910	0.3818	0.3751	0.7128	0.8610	0.8868
420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
421	0.9790	1.0001	0.9320	0.9237	0.8785	0.8422
422	0.3453	0.3590	0.3568	0.3603	0.3800	0.3856
423	0.0000	0.0130	0.0016	0.0059	0.0122	0.0445
424	0.5263	0.4902	0.4855	0.5133	0.5296	0.5249
425	0.3884	0.4014	0.4200	0.4116	0.4040	0.3930
426	0.0000	0.0000	0.0000	0.0000	0.0000	0.1408
427	0.8207	0.7664	0.6292	0.6544	0.6041	0.4776
428	0.0012	0.0012	0.0023	0.0012	0.0012	0.0012
429	0.4256	0.4136	0.4200	0.9514	0.9791	1.0017
430	0.3151	0.3276	0.5608	0.5684	0.8474	1.0124
431	0.8628	0.8452	0.8269	0.8138	0.7970	1.0210
432	0.7226	0.7510	0.7509	0.7703	0.7692	0.7817
433	0.4837	0.4729	0.4635	0.4584	0.4503	0.4375
434	0.2896	0.2910	0.2920	0.2864	0.2796	0.2754
435	0.0000	0.0000	0.0049	0.0479	0.0236	0.0256
